Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","101","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","93","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","557.3","X","Figure from international organizations"
"FBS","Food Balances (2010-)","446","China, Macao SAR","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","615.24","X","Figure from international organizations"
"FBS","Food Balances (2010-)","446","China, Macao SAR","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","676.28","X","Figure from international organizations"
"FBS","Food Balances (2010-)","446","China, Macao SAR","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","17.91","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","24.65","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","11.02","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","89","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","97","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","99","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","1348191.37","X","Figure from international organizations"
"FBS","Food Balances (2010-)","156","China, mainland","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","1393715.45","X","Figure from international organizations"
"FBS","Food Balances (2010-)","156","China, mainland","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","1424929.78","X","Figure from international organizations"
"FBS","Food Balances (2010-)","156","China, mainland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","13.82","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","14.43","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","14.43","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","51","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","60","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","62","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","23083.08","X","Figure from international organizations"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","23512.14","X","Figure from international organizations"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","23821.47","X","Figure from international organizations"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","7.62","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","11.99","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","9.12","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","48","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","51","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","46","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","44816.11","X","Figure from international organizations"
"FBS","Food Balances (2010-)","170","Colombia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","47119.73","X","Figure from international organizations"
"FBS","Food Balances (2010-)","170","Colombia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","50930.66","X","Figure from international organizations"
"FBS","Food Balances (2010-)","170","Colombia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","10.9","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","10.95","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","9.29","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","13","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","16","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","19","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","656.02","X","Figure from international organizations"
"FBS","Food Balances (2010-)","174","Comoros","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","730.22","X","Figure from international organizations"
"FBS","Food Balances (2010-)","174","Comoros","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","806.17","X","Figure from international organizations"
"FBS","Food Balances (2010-)","174","Comoros","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","1.94","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","3.02","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","7.28","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","38","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","31","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","36","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","4437.88","X","Figure from international organizations"
"FBS","Food Balances (2010-)","178","Congo","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","5064.39","X","Figure from international organizations"
"FBS","Food Balances (2010-)","178","Congo","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","5702.17","X","Figure from international organizations"
"FBS","Food Balances (2010-)","178","Congo","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","2.79","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","11.87","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","17.43","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","32","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","41","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","41","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","4622.25","X","Figure from international organizations"
"FBS","Food Balances (2010-)","188","Costa Rica","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","4895.24","X","Figure from international organizations"
"FBS","Food Balances (2010-)","188","Costa Rica","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","5123.1","X","Figure from international organizations"
"FBS","Food Balances (2010-)","188","Costa Rica","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","7.24","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","5.52","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","6.68","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","19","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","33","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","41","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","21120.04","X","Figure from international organizations"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","23596.74","X","Figure from international organizations"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","26811.79","X","Figure from international organizations"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","10.22","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","14.51","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","19.1","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","27","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","35","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","41","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","4368.68","X","Figure from international organizations"
"FBS","Food Balances (2010-)","191","Croatia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","4254.81","X","Figure from international organizations"
"FBS","Food Balances (2010-)","191","Croatia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","4096.87","X","Figure from international organizations"
"FBS","Food Balances (2010-)","191","Croatia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","8.77","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","15.07","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","14","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","30","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","30","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","35","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","11290.42","X","Figure from international organizations"
"FBS","Food Balances (2010-)","192","Cuba","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","11339.89","X","Figure from international organizations"
"FBS","Food Balances (2010-)","192","Cuba","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","11300.7","X","Figure from international organizations"
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","6.24","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","7.11","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","11.33","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","11","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","12","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","11","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","1129.69","X","Figure from international organizations"
"FBS","Food Balances (2010-)","196","Cyprus","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","1187.28","X","Figure from international organizations"
"FBS","Food Balances (2010-)","196","Cyprus","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","1237.54","X","Figure from international organizations"
"FBS","Food Balances (2010-)","196","Cyprus","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","10.37","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","6.89","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","4.45","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","37","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","34","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","40","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","10464.75","X","Figure from international organizations"
"FBS","Food Balances (2010-)","203","Czechia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","10523.8","X","Figure from international organizations"
"FBS","Food Balances (2010-)","203","Czechia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","10530.95","X","Figure from international organizations"
"FBS","Food Balances (2010-)","203","Czechia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","15.46","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","11.03","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","11.35","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","18","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","17","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","19","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","24686.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","25258.01","X","Figure from international organizations"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","25867.47","X","Figure from international organizations"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","2.19","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","2.15","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","2.09","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","17","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","19","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","20","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","66391.26","X","Figure from international organizations"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","78656.9","X","Figure from international organizations"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","92853.16","X","Figure from international organizations"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","0.9","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","1.63","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","4.51","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","10","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","9","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","8","E","Estimated value"
"FBS","Food Balances (2010-)","208","Denmark","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","5550.85","X","Figure from international organizations"
"FBS","Food Balances (2010-)","208","Denmark","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","5677.8","X","Figure from international organizations"
"FBS","Food Balances (2010-)","208","Denmark","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","5825.64","X","Figure from international organizations"
"FBS","Food Balances (2010-)","208","Denmark","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","28.77","E","Estimated value"
"FBS","Food Balances (2010-)","208","Denmark","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","23.12","E","Estimated value"
"FBS","Food Balances (2010-)","208","Denmark","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","0.27","E","Estimated value"
"FBS","Food Balances (2010-)","208","Denmark","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","61","E","Estimated value"
"FBS","Food Balances (2010-)","208","Denmark","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","59","E","Estimated value"
"FBS","Food Balances (2010-)","208","Denmark","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","53","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","919.2","X","Figure from international organizations"
"FBS","Food Balances (2010-)","262","Djibouti","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","1006.26","X","Figure from international organizations"
"FBS","Food Balances (2010-)","262","Djibouti","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","1090.16","X","Figure from international organizations"
"FBS","Food Balances (2010-)","262","Djibouti","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","18.45","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","6.98","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","5.85","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","5","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","9","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","8","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","68.75","X","Figure from international organizations"
"FBS","Food Balances (2010-)","212","Dominica","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","70.01","X","Figure from international organizations"
"FBS","Food Balances (2010-)","212","Dominica","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","72","X","Figure from international organizations"
"FBS","Food Balances (2010-)","212","Dominica","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","11.75","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","10.6","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","11.86","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","52","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","73","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","52","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","9775.75","X","Figure from international organizations"
"FBS","Food Balances (2010-)","214","Dominican Republic","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","10405.83","X","Figure from international organizations"
"FBS","Food Balances (2010-)","214","Dominican Republic","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","10999.66","X","Figure from international organizations"
"FBS","Food Balances (2010-)","214","Dominican Republic","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","6.3","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","5.68","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","10.41","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","13","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","13","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","15","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","14989.59","X","Figure from international organizations"
"FBS","Food Balances (2010-)","218","Ecuador","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","16195.9","X","Figure from international organizations"
"FBS","Food Balances (2010-)","218","Ecuador","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","17588.6","X","Figure from international organizations"
"FBS","Food Balances (2010-)","218","Ecuador","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","16.72","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","16.67","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","14.03","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","16","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","14","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","11","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","87252.41","X","Figure from international organizations"
"FBS","Food Balances (2010-)","818","Egypt","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","97723.8","X","Figure from international organizations"
"FBS","Food Balances (2010-)","818","Egypt","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","107465.13","X","Figure from international organizations"
"FBS","Food Balances (2010-)","818","Egypt","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","8.59","E","Estimated value"
