Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","682","Saudi Arabia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","20","E","Estimated value"
"FBS","Food Balances (2010-)","682","Saudi Arabia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","22","E","Estimated value"
"FBS","Food Balances (2010-)","682","Saudi Arabia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","21","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","12530.12","X","Figure from international organizations"
"FBS","Food Balances (2010-)","686","Senegal","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","14356.18","X","Figure from international organizations"
"FBS","Food Balances (2010-)","686","Senegal","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","16436.12","X","Figure from international organizations"
"FBS","Food Balances (2010-)","686","Senegal","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","5.62","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","6.24","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","7.32","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","51","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","36","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","37","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","7653.75","X","Figure from international organizations"
"FBS","Food Balances (2010-)","688","Serbia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","7519.5","X","Figure from international organizations"
"FBS","Food Balances (2010-)","688","Serbia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","7358.01","X","Figure from international organizations"
"FBS","Food Balances (2010-)","688","Serbia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","20.05","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","17.32","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","19.53","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","14","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","13","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","16","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","92.41","X","Figure from international organizations"
"FBS","Food Balances (2010-)","690","Seychelles","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","99.24","X","Figure from international organizations"
"FBS","Food Balances (2010-)","690","Seychelles","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","105.53","X","Figure from international organizations"
"FBS","Food Balances (2010-)","690","Seychelles","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","1.21","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","3.24","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","3.24","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","105","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","106","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","104","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","6436.7","X","Figure from international organizations"
"FBS","Food Balances (2010-)","694","Sierra Leone","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","7314.77","X","Figure from international organizations"
"FBS","Food Balances (2010-)","694","Sierra Leone","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","8233.97","X","Figure from international organizations"
"FBS","Food Balances (2010-)","694","Sierra Leone","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","1.63","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","2.61","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","2.45","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","69","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","62","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","57","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","5396.42","X","Figure from international organizations"
"FBS","Food Balances (2010-)","703","Slovakia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","5424.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","703","Slovakia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","5456.68","X","Figure from international organizations"
"FBS","Food Balances (2010-)","703","Slovakia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","9.83","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","8.52","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","8.23","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","15","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","17","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","18","E","Estimated value"
"FBS","Food Balances (2010-)","705","Slovenia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","2057.29","X","Figure from international organizations"
"FBS","Food Balances (2010-)","705","Slovenia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","2080.86","X","Figure from international organizations"
"FBS","Food Balances (2010-)","705","Slovenia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","2117.64","X","Figure from international organizations"
"FBS","Food Balances (2010-)","705","Slovenia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","16.99","E","Estimated value"
"FBS","Food Balances (2010-)","705","Slovenia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","13.61","E","Estimated value"
"FBS","Food Balances (2010-)","705","Slovenia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","11.84","E","Estimated value"
"FBS","Food Balances (2010-)","705","Slovenia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","20","E","Estimated value"
"FBS","Food Balances (2010-)","705","Slovenia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","20","E","Estimated value"
"FBS","Food Balances (2010-)","705","Slovenia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","23","E","Estimated value"
"FBS","Food Balances (2010-)","090","Solomon Islands","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","540.39","X","Figure from international organizations"
"FBS","Food Balances (2010-)","090","Solomon Islands","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","612.66","X","Figure from international organizations"
"FBS","Food Balances (2010-)","090","Solomon Islands","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","691.19","X","Figure from international organizations"
"FBS","Food Balances (2010-)","090","Solomon Islands","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","2.21","E","Estimated value"
"FBS","Food Balances (2010-)","090","Solomon Islands","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","2.05","E","Estimated value"
"FBS","Food Balances (2010-)","090","Solomon Islands","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","1.88","E","Estimated value"
"FBS","Food Balances (2010-)","090","Solomon Islands","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","70","E","Estimated value"
"FBS","Food Balances (2010-)","090","Solomon Islands","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","68","E","Estimated value"
"FBS","Food Balances (2010-)","090","Solomon Islands","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","75","E","Estimated value"
"FBS","Food Balances (2010-)","710","South Africa","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","51784.92","X","Figure from international organizations"
"FBS","Food Balances (2010-)","710","South Africa","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","55876.5","X","Figure from international organizations"
"FBS","Food Balances (2010-)","710","South Africa","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","58801.93","X","Figure from international organizations"
"FBS","Food Balances (2010-)","710","South Africa","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","15.59","E","Estimated value"
"FBS","Food Balances (2010-)","710","South Africa","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","23.29","E","Estimated value"
"FBS","Food Balances (2010-)","710","South Africa","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","26.05","E","Estimated value"
"FBS","Food Balances (2010-)","710","South Africa","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","12","E","Estimated value"
"FBS","Food Balances (2010-)","710","South Africa","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","12","E","Estimated value"
"FBS","Food Balances (2010-)","710","South Africa","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","12","E","Estimated value"
"FBS","Food Balances (2010-)","728","South Sudan","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","10606.23","X","Figure from international organizations"
"FBS","Food Balances (2010-)","728","South Sudan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","8.51","E","Estimated value"
"FBS","Food Balances (2010-)","728","South Sudan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","7","E","Estimated value"
"FBS","Food Balances (2010-)","724","Spain","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","46572.77","X","Figure from international organizations"
"FBS","Food Balances (2010-)","724","Spain","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","46431.34","X","Figure from international organizations"
"FBS","Food Balances (2010-)","724","Spain","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","47363.81","X","Figure from international organizations"
"FBS","Food Balances (2010-)","724","Spain","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","20.21","E","Estimated value"
"FBS","Food Balances (2010-)","724","Spain","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","15.72","E","Estimated value"
"FBS","Food Balances (2010-)","724","Spain","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","18.07","E","Estimated value"
"FBS","Food Balances (2010-)","724","Spain","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","75","E","Estimated value"
"FBS","Food Balances (2010-)","724","Spain","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","79","E","Estimated value"
"FBS","Food Balances (2010-)","724","Spain","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","78","E","Estimated value"
"FBS","Food Balances (2010-)","144","Sri Lanka","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","20668.56","X","Figure from international organizations"
"FBS","Food Balances (2010-)","144","Sri Lanka","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","21336.7","X","Figure from international organizations"
"FBS","Food Balances (2010-)","144","Sri Lanka","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","21715.08","X","Figure from international organizations"
"FBS","Food Balances (2010-)","144","Sri Lanka","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","0.99","E","Estimated value"
"FBS","Food Balances (2010-)","144","Sri Lanka","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","0.78","E","Estimated value"
"FBS","Food Balances (2010-)","144","Sri Lanka","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","0.9","E","Estimated value"
"FBS","Food Balances (2010-)","144","Sri Lanka","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","64","E","Estimated value"
"FBS","Food Balances (2010-)","144","Sri Lanka","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","74","E","Estimated value"
"FBS","Food Balances (2010-)","144","Sri Lanka","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","69","E","Estimated value"
"FBS","Food Balances (2010-)","729","Sudan","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","38171.18","X","Figure from international organizations"
"FBS","Food Balances (2010-)","729","Sudan","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","44440.49","X","Figure from international organizations"
"FBS","Food Balances (2010-)","729","Sudan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","11.08","E","Estimated value"
"FBS","Food Balances (2010-)","729","Sudan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","10.02","E","Estimated value"
"FBS","Food Balances (2010-)","729","Sudan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","2","E","Estimated value"
"FBS","Food Balances (2010-)","729","Sudan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","2","E","Estimated value"
"FBS","Food Balances (2010-)","740","Suriname","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","546.08","X","Figure from international organizations"
"FBS","Food Balances (2010-)","740","Suriname","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","575.48","X","Figure from international organizations"
"FBS","Food Balances (2010-)","740","Suriname","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","607.07","X","Figure from international organizations"
"FBS","Food Balances (2010-)","740","Suriname","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","2.92","E","Estimated value"
"FBS","Food Balances (2010-)","740","Suriname","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","2.51","E","Estimated value"
"FBS","Food Balances (2010-)","740","Suriname","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","2.49","E","Estimated value"
"FBS","Food Balances (2010-)","740","Suriname","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","35","E","Estimated value"
"FBS","Food Balances (2010-)","740","Suriname","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","33","E","Estimated value"
"FBS","Food Balances (2010-)","740","Suriname","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","35","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","9381.73","X","Figure from international organizations"
"FBS","Food Balances (2010-)","752","Sweden","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","9849.35","X","Figure from international organizations"
"FBS","Food Balances (2010-)","752","Sweden","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","10368.97","X","Figure from international organizations"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","5.72","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","1.34","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","29.6","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","47","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","51","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","52","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","7822.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","756","Switzerland","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","8281.73","X","Figure from international organizations"
"FBS","Food Balances (2010-)","756","Switzerland","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","8638.61","X","Figure from international organizations"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","12.27","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","11.45","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","15.06","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","27","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","28","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","26","E","Estimated value"
"FBS","Food Balances (2010-)","760","Syrian Arab Republic","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","22337.56","X","Figure from international organizations"
"FBS","Food Balances (2010-)","760","Syrian Arab Republic","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","19205.18","X","Figure from international organizations"
"FBS","Food Balances (2010-)","760","Syrian Arab Republic","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","20772.6","X","Figure from international organizations"
"FBS","Food Balances (2010-)","760","Syrian Arab Republic","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","6.53","E","Estimated value"
"FBS","Food Balances (2010-)","760","Syrian Arab Republic","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","8.02","E","Estimated value"
"FBS","Food Balances (2010-)","760","Syrian Arab Republic","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","6.96","E","Estimated value"
"FBS","Food Balances (2010-)","760","Syrian Arab Republic","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","6","E","Estimated value"
"FBS","Food Balances (2010-)","760","Syrian Arab Republic","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","4","E","Estimated value"
"FBS","Food Balances (2010-)","760","Syrian Arab Republic","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","4","E","Estimated value"
"FBS","Food Balances (2010-)","762","Tajikistan","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","7621.78","X","Figure from international organizations"
"FBS","Food Balances (2010-)","762","Tajikistan","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","8524.06","X","Figure from international organizations"
"FBS","Food Balances (2010-)","762","Tajikistan","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","9543.21","X","Figure from international organizations"
"FBS","Food Balances (2010-)","762","Tajikistan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","4.86","E","Estimated value"
"FBS","Food Balances (2010-)","762","Tajikistan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","10.78","E","Estimated value"
"FBS","Food Balances (2010-)","762","Tajikistan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","26.61","E","Estimated value"
"FBS","Food Balances (2010-)","762","Tajikistan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","1","E","Estimated value"
"FBS","Food Balances (2010-)","762","Tajikistan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","1","E","Estimated value"
"FBS","Food Balances (2010-)","762","Tajikistan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","1","E","Estimated value"
"FBS","Food Balances (2010-)","764","Thailand","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","68270.49","X","Figure from international organizations"
"FBS","Food Balances (2010-)","764","Thailand","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","70294.4","X","Figure from international organizations"
"FBS","Food Balances (2010-)","764","Thailand","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","71475.66","X","Figure from international organizations"
"FBS","Food Balances (2010-)","764","Thailand","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","7.06","E","Estimated value"
"FBS","Food Balances (2010-)","764","Thailand","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","9.04","E","Estimated value"
"FBS","Food Balances (2010-)","764","Thailand","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","7.96","E","Estimated value"
"FBS","Food Balances (2010-)","764","Thailand","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","50","E","Estimated value"
"FBS","Food Balances (2010-)","764","Thailand","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","49","E","Estimated value"
"FBS","Food Balances (2010-)","764","Thailand","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","65","E","Estimated value"
"FBS","Food Balances (2010-)","626","Timor-Leste","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","1088.49","X","Figure from international organizations"
"FBS","Food Balances (2010-)","626","Timor-Leste","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","1205.81","X","Figure from international organizations"
"FBS","Food Balances (2010-)","626","Timor-Leste","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","1299.99","X","Figure from international organizations"
"FBS","Food Balances (2010-)","626","Timor-Leste","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","3.39","E","Estimated value"
"FBS","Food Balances (2010-)","626","Timor-Leste","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","3.82","E","Estimated value"
"FBS","Food Balances (2010-)","626","Timor-Leste","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","3.29","E","Estimated value"
"FBS","Food Balances (2010-)","626","Timor-Leste","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","10","E","Estimated value"
"FBS","Food Balances (2010-)","626","Timor-Leste","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","12","E","Estimated value"
"FBS","Food Balances (2010-)","626","Timor-Leste","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","13","E","Estimated value"
"FBS","Food Balances (2010-)","768","Togo","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","6571.85","X","Figure from international organizations"
"FBS","Food Balances (2010-)","768","Togo","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","7473.23","X","Figure from international organizations"
"FBS","Food Balances (2010-)","768","Togo","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","8442.58","X","Figure from international organizations"
"FBS","Food Balances (2010-)","768","Togo","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","2.77","E","Estimated value"
"FBS","Food Balances (2010-)","768","Togo","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","8.08","E","Estimated value"
"FBS","Food Balances (2010-)","768","Togo","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","1.78","E","Estimated value"
"FBS","Food Balances (2010-)","768","Togo","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","23","E","Estimated value"
"FBS","Food Balances (2010-)","768","Togo","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","25","E","Estimated value"
"FBS","Food Balances (2010-)","768","Togo","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","19","E","Estimated value"
"FBS","Food Balances (2010-)","780","Trinidad and Tobago","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","1410.3","X","Figure from international organizations"
"FBS","Food Balances (2010-)","780","Trinidad and Tobago","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","1460.18","X","Figure from international organizations"
"FBS","Food Balances (2010-)","780","Trinidad and Tobago","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","1518.15","X","Figure from international organizations"
"FBS","Food Balances (2010-)","780","Trinidad and Tobago","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","4.85","E","Estimated value"
